Shimmer_86BB_TimestampSync_Unix_CAL,Shimmer_86BB_GSR_Range_LPF_CAL,Shimmer_86BB_GSR_Skin_Conductance_LPF_CAL,Shimmer_86BB_GSR_Skin_Resistance_LPF_CAL,Shimmer_86BB_PPG_A13_LPF_CAL,Shimmer_86BB_PPG_IBI_LPF_CAL,Shimmer_86BB_PPGtoHR_LPF_CAL
1.71E+12,2,3.218315018,310.7216025,2935.531136,-1,-1
1.71E+12,2,3.218315018,310.7216025,2935.531136,-1,-1
1.71E+12,2,3.21831502,310.7216024,2935.531136,-1,-1
1.71E+12,2,3.218315024,310.721602,2935.531136,-1,-1
1.71E+12,2,3.218315033,310.7216011,2935.531136,-1,-1
1.71E+12,2,3.218315048,310.7215997,2935.531138,-1,-1
1.71E+12,2,3.218315069,310.7215977,2935.531142,-1,-1
1.71E+12,2,3.218315096,310.7215951,2935.531148,-1,-1
1.71E+12,2,3.218315129,310.7215919,2935.531158,-1,-1
1.71E+12,2,3.218315169,310.721588,2935.531173,-1,-1
1.71E+12,2,3.218315215,310.7215836,2935.531194,-1,-1
1.71E+12,2,3.218315268,310.7215784,2935.531221,-1,-1
1.71E+12,2,3.218315327,310.7215728,2935.531254,-1,-1
1.71E+12,2,3.218315392,310.7215665,2935.531293,-1,-1
1.71E+12,2,3.218315464,310.7215596,2935.531333,-1,-1
1.71E+12,2,3.218315542,310.721552,2935.53137,-1,-1
1.71E+12,2,3.218315624,310.7215441,2935.531397,-1,-1
1.71E+12,2,3.218315709,310.7215359,2935.531409,-1,-1
1.71E+12,2,3.218315796,310.7215275,2935.531399,-1,-1
1.71E+12,2,3.218315884,310.721519,2935.531358,-1,-1
1.71E+12,2,3.218315973,310.7215104,2935.531278,-1,-1
1.71E+12,2,3.218316061,310.721502,2935.531149,-1,-1
1.71E+12,2,3.218316143,310.7214941,2935.530963,-1,-1
1.71E+12,2,3.218316215,310.7214871,2935.530713,-1,-1
1.71E+12,2,3.218316275,310.7214813,2935.530389,-1,-1
1.71E+12,2,3.218316319,310.7214771,2935.529984,-1,-1
1.71E+12,2,3.218316343,310.7214748,2935.529493,-1,-1
1.71E+12,2,3.218316347,310.7214744,2935.528908,-1,-1
1.71E+12,2,3.218316328,310.7214763,2935.528225,-1,-1
1.71E+12,2,3.218316287,310.7214803,2935.527438,-1,-1
1.71E+12,2,3.218316225,310.7214863,2935.52654,-1,-1
1.71E+12,2,3.218316137,310.7214948,2935.525528,-1,-1
1.71E+12,2,3.218316019,310.7215062,2935.524395,-1,-1
1.71E+12,2,3.218315865,310.7215211,2935.523135,-1,-1
