Shimmer_86BB_TimestampSync_Unix_CAL,Shimmer_86BB_GSR_Range_LPF_CAL,Shimmer_86BB_GSR_Skin_Conductance_LPF_CAL,Shimmer_86BB_GSR_Skin_Resistance_LPF_CAL,Shimmer_86BB_PPG_A13_LPF_CAL,Shimmer_86BB_PPG_IBI_LPF_CAL,Shimmer_86BB_PPGtoHR_LPF_CAL
1.71E+12,2,2.620512821,381.6046967,2935.531136,-1,114.6268657
1.71E+12,2,2.620512821,381.6046967,2935.531136,-1,114.6268657
1.71E+12,2,2.620512822,381.6046965,2935.531136,-1,114.6268657
1.71E+12,2,2.620512828,381.6046956,2935.531136,-1,114.6268657
1.71E+12,2,2.62051284,381.6046939,2935.531136,-1,114.6268657
1.71E+12,2,2.620512857,381.6046913,2935.531136,-1,114.6268657
1.71E+12,2,2.620512881,381.6046878,2935.531136,-1,114.6268657
1.71E+12,2,2.620512913,381.6046832,2935.531136,-1,114.6268657
1.71E+12,2,2.620512955,381.6046771,2935.531136,-1,114.6268657
1.71E+12,2,2.620513011,381.6046689,2935.531135,-1,114.6268657
1.71E+12,2,2.620513085,381.6046582,2935.531133,-1,114.6268657
1.71E+12,2,2.620513177,381.6046448,2935.531129,-1,114.6268657
1.71E+12,2,2.620513289,381.6046285,2935.531124,-1,114.6268657
1.71E+12,2,2.620513422,381.6046092,2935.531117,-1,114.6268657
1.71E+12,2,2.620513578,381.6045865,2935.531109,-1,114.6268657
1.71E+12,2,2.620513765,381.6045591,2935.531099,-1,114.6268657
1.71E+12,2,2.620513997,381.6045255,2935.531087,-1,114.6268657
1.71E+12,2,2.620514278,381.6044846,2935.531074,-1,114.6268657
1.71E+12,2,2.62051461,381.6044363,2935.53106,-1,114.6268657
1.71E+12,2,2.620514997,381.6043799,2935.531046,-1,114.6268657
1.71E+12,2,2.620515441,381.6043155,2935.531034,-1,114.6268657
1.71E+12,2,2.620515942,381.6042426,2935.531025,-1,114.6268657
1.71E+12,2,2.620516504,381.6041608,2935.53102,-1,114.6268657
1.71E+12,2,2.62051713,381.6040697,2935.531018,-1,114.6268657
1.71E+12,2,2.620517825,381.6039686,2935.531018,-1,114.6268657
1.71E+12,2,2.620518593,381.603857,2935.531015,-1,114.6268657
1.71E+12,2,2.620519439,381.6037339,2935.531005,-1,114.6268657
1.71E+12,2,2.620520369,381.6035986,2935.530983,-1,114.6268657
1.71E+12,2,2.620521389,381.6034502,2935.530942,-1,114.6268657
1.71E+12,2,2.620522504,381.603288,2935.530875,-1,114.6268657
1.71E+12,2,2.620523719,381.6031113,2935.530774,-1,114.6268657
1.71E+12,2,2.620525037,381.6029196,2935.530631,-1,114.6268657
1.71E+12,2,2.620526463,381.6027123,2935.530438,-1,114.6268657
1.71E+12,2,2.620528002,381.6024884,2935.530187,-1,114.6268657
1.71E+12,2,2.620529662,381.6022469,2935.529871,-1,114.6268657
1.71E+12,2,2.620531454,381.6019863,2935.529483,-1,114.6268657
1.71E+12,2,2.620533384,381.6017056,2935.529018,-1,114.6268657
1.71E+12,2,2.620535459,381.6014037,2935.528472,-1,114.6268657
1.71E+12,2,2.620537687,381.6010798,2935.52784,-1,114.6268657
1.71E+12,2,2.620540074,381.6007325,2935.527118,-1,114.6268657
1.71E+12,2,2.620542631,381.6003606,2935.526302,-1,114.6268657
1.71E+12,2,2.620545368,381.5999625,2935.52539,-1,114.6268657
1.71E+12,2,2.620548292,381.5995371,2935.524376,-1,114.6268657
1.71E+12,2,2.620551412,381.5990834,2935.523258,-1,114.6268657
1.71E+12,2,2.620554735,381.5986001,2935.522032,-1,114.6268657
1.71E+12,2,2.62055827,381.5980858,2935.520694,-1,114.6268657
1.71E+12,2,2.620562029,381.5975391,2935.51924,-1,114.6268657
1.71E+12,2,2.62056602,381.5969586,2935.517665,-1,114.6268657
1.71E+12,2,2.620570249,381.5963435,2935.515966,-1,114.6268657
1.71E+12,2,2.620574724,381.5956926,2935.514138,-1,114.6268657
1.71E+12,2,2.620579452,381.5950049,2935.512177,-1,114.6268657
1.71E+12,2,2.620584446,381.5942785,2935.510077,-1,114.6268657
1.71E+12,2,2.620589714,381.5935122,2935.507836,-1,114.6268657
1.71E+12,2,2.620595266,381.5927047,2935.505447,-1,114.6268657
1.71E+12,2,2.620601108,381.5918549,2935.502908,-1,114.6268657
1.71E+12,2,2.620607248,381.5909618,2935.500214,-1,114.6268657
1.71E+12,2,2.620613694,381.5900243,2935.497362,-1,114.6268657
1.71E+12,2,2.620620454,381.589041,2935.49435,-1,114.6268657
1.71E+12,2,2.620627537,381.5880107,2935.491173,-1,114.6268657
1.71E+12,2,2.620634951,381.5869323,2935.487828,-1,114.6268657
1.71E+12,2,2.620642701,381.5858049,2935.484311,-1,114.6268657
1.71E+12,2,2.620650793,381.5846279,2935.480615,-1,114.6268657
1.71E+12,2,2.620659232,381.5834005,2935.476735,-1,114.6268657
1.71E+12,2,2.620668023,381.5821216,2935.472661,-1,114.6268657
1.71E+12,2,2.620677175,381.5807904,2935.468385,-1,114.6268657
1.71E+12,2,2.620686693,381.5794059,2935.463898,-1,114.6268657
1.71E+12,2,2.620696582,381.5779674,2935.45919,-1,114.6268657
1.71E+12,2,2.620706848,381.5764742,2935.454252,-1,114.6268657
1.71E+12,2,2.620717494,381.5749256,2935.449075,-1,114.6268657
1.71E+12,2,2.620728526,381.5733208,2935.443651,-1,114.6268657
1.71E+12,2,2.62073995,381.5716591,2935.437972,-1,114.6268657
1.71E+12,2,2.620751769,381.5699399,2935.432034,-1,114.6268657
1.71E+12,2,2.620763984,381.5681632,2935.425831,-1,114.6268657
1.71E+12,2,2.620776595,381.5663287,2935.419362,-1,114.6268657
1.71E+12,2,2.620789604,381.5644363,2935.412625,-1,114.6268657
1.71E+12,2,2.62080301,381.5624863,2935.405618,-1,114.6268657
1.71E+12,2,2.620816812,381.5604785,2935.398342,-1,114.6268657
1.71E+12,2,2.620831012,381.558413,2935.390797,-1,114.6268657
1.71E+12,2,2.620845607,381.5562899,2935.382987,-1,114.6268657
1.71E+12,2,2.620860598,381.5541093,2935.374912,-1,114.6268657
1.71E+12,2,2.620875982,381.5518714,2935.366578,-1,114.6268657
1.71E+12,2,2.620891757,381.5495767,2935.357987,-1,114.6268657
1.71E+12,2,2.620907919,381.5472256,2935.349143,-1,114.6268657
1.71E+12,2,2.620924465,381.5448187,2935.340049,-1,114.6268657
1.71E+12,2,2.620941391,381.5423564,2935.33071,-1,114.6268657
1.71E+12,2,2.620958693,381.5398396,2935.321129,-1,114.6268657
1.71E+12,2,2.620976365,381.5372689,2935.31131,-1,114.6268657
1.71E+12,2,2.620994401,381.5346451,2935.30126,-1,114.6268657
1.71E+12,2,2.6210128,381.5319687,2935.290984,-1,114.6268657
1.71E+12,2,2.621031561,381.5292395,2935.280487,-1,114.6268657
1.71E+12,2,2.62105068,381.5264582,2935.269777,-1,114.6268657
1.71E+12,2,2.62107015,381.5236259,2935.258861,-1,114.6268657
1.71E+12,2,2.621089963,381.5207437,2935.247747,-1,114.6268657
1.71E+12,2,2.621110108,381.5178132,2935.236444,-1,114.6268657
1.71E+12,2,2.621130572,381.5148362,2935.224961,-1,114.6268657
1.71E+12,2,2.621151342,381.5118147,2935.213309,-1,114.6268657
1.71E+12,2,2.621172408,381.5087501,2935.201497,-1,114.6268657
1.71E+12,2,2.621193758,381.5056442,2935.189534,-1,114.6268657
1.71E+12,2,2.621215381,381.5024987,2935.177425,-1,114.6268657
1.71E+12,2,2.621237264,381.4993152,2935.165175,-1,114.6268657
1.71E+12,2,2.621259394,381.4960959,2935.15279,-1,114.6268657
1.71E+12,2,2.621281756,381.4928429,2935.140274,-1,114.6268657
1.71E+12,2,2.621304335,381.4895582,2935.127632,-1,114.6268657
1.71E+12,2,2.621327116,381.486244,2935.114871,-1,114.6268657
1.71E+12,2,2.62135009,381.4829019,2935.101997,-1,114.6268657
1.71E+12,2,2.621373244,381.4795335,2935.089018,-1,114.6268657
1.71E+12,2,2.621396564,381.4761411,2935.075944,-1,114.6268657
1.71E+12,2,2.621420032,381.472727,2935.062787,-1,114.6268657
1.71E+12,2,2.621443633,381.4692937,2935.049558,-1,114.6268657
1.71E+12,2,2.62146735,381.4658434,2935.036272,-1,114.6268657
1.71E+12,2,2.621491167,381.4623785,2935.022941,-1,114.6268657
1.71E+12,2,2.621515068,381.4589015,2935.009581,-1,114.6268657
1.71E+12,2,2.621539036,381.4554147,2934.996204,-1,114.6268657
1.71E+12,2,2.621563057,381.4519202,2934.982824,-1,114.6268657
1.71E+12,2,2.621587119,381.4484197,2934.969457,-1,114.6268657
1.71E+12,2,2.621611204,381.4449158,2934.956114,-1,114.6268657
1.71E+12,2,2.621635296,381.441411,2934.942811,-1,114.6268657
1.71E+12,2,2.621659377,381.4379077,2934.929561,-1,114.6268657
1.71E+12,2,2.621683432,381.4344082,2934.916378,-1,114.6268657
1.71E+12,2,2.621707442,381.4309152,2934.903274,-1,114.6268657
1.71E+12,2,2.621731391,381.4274312,2934.890264,-1,114.6268657
1.71E+12,2,2.621755261,381.4239586,2934.877362,-1,114.6268657
1.71E+12,2,2.621779038,381.4204996,2934.864579,-1,114.6268657
1.71E+12,2,2.621802703,381.4170568,2934.851932,-1,114.6268657
1.71E+12,2,2.621826239,381.4136329,2934.839432,-1,114.6268657
1.71E+12,2,2.621849627,381.4102304,2934.827094,-1,114.6268657
1.71E+12,2,2.621872849,381.4068521,2934.814931,-1,114.6268657
1.71E+12,2,2.621895889,381.4035003,2934.802958,-1,114.6268657
1.71E+12,2,2.621918733,381.4001769,2934.791184,-1,114.6268657
1.71E+12,2,2.621941371,381.3968836,2934.77962,-1,114.6268657
1.71E+12,2,2.621963791,381.3936219,2934.768274,-1,114.6268657
1.71E+12,2,2.62198598,381.390394,2934.757153,-1,114.6268657
1.71E+12,2,2.622007922,381.3872019,2934.746261,-1,114.6268657
1.71E+12,2,2.622029604,381.3840476,2934.735601,-1,114.6268657
1.71E+12,2,2.622051013,381.3809331,2934.725176,-1,114.6268657
